car_id,region,price,year,manufacturer,model,cylinder,fuel,odometer,transmission,drive,types,core_rating,supporting_rating,interior_rating,exterior_rating,wear_rating
25339830,Bangalore,352000,2018,Renault,Kwid,3,petrol,57195,automatic,FWD,hatchback,9.5,8.1,8.6,8.3,7.7
25304646,Bangalore,568000,2022,Renault,Triber,3,petrol,70107,manual,FWD,muv,8.9,9.1,8.9,8.3,8.4
26506100,Bangalore,1335078,2023,Honda,City,4,petrol,22585,automatic,FWD,sedan,9.8,9.8,9.7,8.8,8.9
26982524,Bangalore,492000,2016,Hyundai,Grand i10,4,petrol,25401,manual,FWD,hatchback,9.9,9.8,9,8.7,9
24783143,Bangalore,429000,2015,Volkswagen,Polo,4,diesel,108600,manual,FWD,hatchback,9.4,9.1,8.5,7.6,7.7
24441717,Bangalore,995000,2023,Kia,Sonet,3,petrol,14433,manual,FWD,suv,9.9,9.9,9.5,9.4,9.4
24212622,Bangalore,1176000,2021,Honda,City,4,petrol,48785,automatic,FWD,sedan,9.6,9.7,9.4,8.8,8.3
26786598,Bangalore,361000,2014,Hyundai,Grand i10,4,petrol,72660,automatic,FWD,hatchback,9.7,9.4,8.2,7.5,8.1
24985994,Bangalore,753000,2021,Renault,Kiger,3,petrol,29808,automatic,FWD,suv,9.8,9.7,9.5,8.8,7.7
24476684,Bangalore,280000,2012,Hyundai,i10,4,petrol,39587,manual,FWD,hatchback,9.6,8.5,8.1,7.9,8.5
26251430,Bangalore,997000,2023,Tata,Nexon,3,petrol,13971,manual,FWD,suv,9.9,9.9,9.8,9.6,9.4
25318462,Bangalore,445000,2021,Maruti Suzuki,Celerio,3,petrol,76795,automatic,FWD,hatchback,9.7,9.3,9,8.5,8.3
25708027,Bangalore,312000,2011,Hyundai,i20,,petrol,96936,manual,,hatchback,9.3,8.4,8.1,7,8.8
23109480,Bangalore,1144000,2020,Kia,Seltos,4,petrol,86839,automatic,FWD,suv,9.7,9.4,8.6,8.7,8.3
26227174,Bangalore,255000,2013,Hyundai,i10,4,petrol,43422,manual,,hatchback,9.8,9,8.9,8.2,7.7
23556119,Bangalore,434000,2015,Honda,Jazz,4,petrol,180692,automatic,FWD,hatchback,9.2,8.8,7.2,7.3,8.2
26115977,Bangalore,407000,2014,Hyundai,Grand i10,4,petrol,43762,automatic,FWD,hatchback,9.8,8.5,8.5,8.4,7.8
24522702,Bangalore,728000,2023,Renault,Kiger,3,petrol,39713,automatic,FWD,suv,9.8,9.5,9.4,9.4,8
25860188,Bangalore,334000,2016,Maruti Suzuki,Celerio,3,petrol,96023,automatic,FWD,hatchback,9.1,9.2,8.4,7.9,8.2
23173636,Bangalore,347000,2017,Tata,Tiago,3,cng,97033,manual,,hatchback,9.3,8.4,7.1,7.8,8.5
22355592,Bangalore,1276000,2023,Kia,Seltos,4,petrol,38654,manual,FWD,suv,9.8,9.6,9.5,8.8,8.7
24731185,Bangalore,1093000,2019,Maruti Suzuki,Ertiga,4,diesel,86579,manual,FWD,muv,8.9,9,7.3,7.3,7.1
23438255,Bangalore,866000,2022,Tata,Nexon,4,diesel,120508,manual,FWD,suv,9.4,9.1,8.5,8.4,7.9
26065241,Bangalore,414000,2017,Tata,Tiago,3,petrol,35388,automatic,FWD,hatchback,9.7,9.7,9.1,8,7
25864154,Bangalore,1265000,2022,Skoda,Kushaq,4,petrol,78476,automatic,FWD,suv,9.7,9.5,8.6,8.7,8.8
25443059,Bangalore,328000,2015,Maruti Suzuki,Celerio,3,petrol,99032,automatic,FWD,hatchback,9.4,9.2,8.4,7.9,7.7
25186887,Bangalore,1182971,2022,Volkswagen,Taigun,3,petrol,88490,automatic,FWD,suv,9.5,9.4,9,8.5,8.6
25063374,Bangalore,472000,2015,Volkswagen,Polo,3,petrol,104241,manual,FWD,hatchback,9.3,8.7,8,7.5,7.9
25649463,Bangalore,248000,2014,Maruti Suzuki,Alto 800,3,petrol,51416,manual,FWD,hatchback,9.8,9.5,8.5,8.3,8.5
26629401,Bangalore,800000,2021,Hyundai,Venue,3,petrol,35344,manual,FWD,suv,9.8,9.7,9.5,8.7,8.5
25851633,Bangalore,537000,2015,Honda,City,4,petrol,81701,automatic,FWD,sedan,9.3,9.4,8.7,8.3,8.3
26122750,Bangalore,1090000,2022,Skoda,Kushaq,3,petrol,29207,manual,FWD,suv,9.5,9.8,9.1,8.8,8.8
22536521,Bangalore,1659955,2022,Toyota,Urban Cruiser Hyryder,3,hybrid,82991,automatic,FWD,suv,9.7,9.5,9,8.9,8.3
23988864,Bangalore,1290585,2017,Skoda,Octavia,4,diesel,94268,automatic,FWD,sedan,8.9,9,8.5,7.8,7.2
25028356,Bangalore,449000,2018,Hyundai,Grand i10,4,petrol,104439,automatic,FWD,hatchback,9.5,9.3,8.5,8,8.3
25353076,Bangalore,530000,2014,Honda,City,4,petrol,86276,automatic,FWD,sedan,9.4,9.4,8.8,8.1,8.3
26632754,Bangalore,771000,2024,Nissan,Magnite,3,petrol,20954,automatic,FWD,suv,9.6,9.8,9.5,9.6,8.6
26221798,Bangalore,541000,2018,Hyundai,Elite i20,4,petrol,52032,manual,FWD,hatchback,9.8,9.7,9,8.8,8.6
25390570,Bangalore,238000,2013,Ford,Figo,4,diesel,90859,manual,FWD,hatchback,9.2,8.9,7.4,7.4,8.3
25516534,Bangalore,173000,2014,Tata,Nano,2,petrol,104619,manual,RWD,hatchback,9.6,9.3,8.2,8.2,8
24955327,Bangalore,322000,2015,Maruti Suzuki,Celerio,3,petrol,78568,automatic,FWD,hatchback,8.4,9.4,8.7,7.9,7.6
24249012,Bangalore,470000,2015,Hyundai,Elite i20,4,petrol,83226,manual,FWD,hatchback,9.1,8.7,8.4,7.9,6.5
24776501,Bangalore,237000,2012,Ford,Figo,,diesel,127322,manual,FWD,hatchback,9,9,7.3,7.4,8.7
26158705,Bangalore,459000,2016,Maruti Suzuki,Baleno,4,petrol,93370,automatic,FWD,hatchback,9.6,9.4,8.2,8,7.9
24579846,Bangalore,697000,2022,Renault,Triber,3,petrol,24966,automatic,FWD,muv,9.9,9.8,9.2,9.1,8.3
25049596,Bangalore,549000,2016,Maruti Suzuki,Baleno,4,petrol,61725,manual,FWD,hatchback,9.6,9.6,8.7,7.5,8.2
23049565,Bangalore,432000,2017,Tata,Zest,4,petrol,53488,manual,FWD,sedan,9.3,8.9,8.6,8.4,7.9
22722093,Bangalore,645000,2021,Nissan,Magnite,3,petrol,46319,manual,FWD,suv,9.8,9.6,8.9,9,7.3
25532857,Bangalore,394000,2016,Tata,Tiago,3,petrol,39469,manual,FWD,hatchback,9.7,9.7,8.8,8.4,8
25215023,Bangalore,439000,2014,Honda,City,4,petrol,89942,automatic,FWD,sedan,9.6,8.3,8.8,7.8,8.1
26394999,Bangalore,467000,2016,Maruti Suzuki,Baleno,4,petrol,49745,automatic,FWD,hatchback,9.6,8,8.7,7.7,7
22684744,Bangalore,207000,2013,Chevrolet,Beat,,petrol,53583,manual,,hatchback,8.9,8.3,8.9,8,8.7
26156919,Bangalore,223000,2012,Maruti Suzuki,A-Star,3,petrol,88035,automatic,,hatchback,9.4,9.4,8.6,8.3,8.5
25081653,Bangalore,244000,2015,Datsun,GO,3,petrol,48922,manual,FWD,hatchback,9.6,9.6,8,7.9,8.5
25540468,Bangalore,400470,2013,Toyota,Etios,4,diesel,148069,manual,FWD,sedan,9.1,9,7.5,7.2,8.2
21949791,Bangalore,1123000,2018,Hyundai,Creta,4,diesel,74363,automatic,FWD,suv,9.5,9.2,8,7.6,7.9
24891646,Bangalore,287000,2018,Renault,Kwid,,petrol,115722,manual,,hatchback,9,8.4,8.3,7.8,7.5
25744648,Bangalore,589000,2016,Maruti Suzuki,Ciaz,4,diesel,92847,manual,FWD,sedan,9.4,9.2,8.1,8.1,8.9
24429405,Bangalore,230000,2011,Ford,Figo,,petrol,67362,manual,FWD,hatchback,9.4,9.6,8.6,7.7,8.3
22807302,Bangalore,616000,2022,Hyundai,Aura,4,petrol,64751,automatic,FWD,sedan,9.5,9.4,8.7,7.8,8
25277558,Bangalore,304000,2011,Maruti Suzuki,Swift Dzire,4,petrol,147388,manual,FWD,sedan,9.3,8.7,8.1,6.9,8.5
24916967,Bangalore,536000,2020,Ford,Figo Aspire,3,petrol,30990,manual,FWD,sedan,9.7,9.5,8.7,8.7,8.7
24819017,Bangalore,397000,2013,Maruti Suzuki,Swift Dzire,4,diesel,110175,manual,FWD,sedan,8.9,8.6,8.1,7.3,7.1
25762095,Bangalore,519000,2012,Maruti Suzuki,Ertiga,4,petrol,40668,manual,FWD,muv,9.5,9.4,9,7.9,8.4
24395880,Bangalore,304000,2013,Nissan,Sunny,4,petrol,84073,manual,FWD,sedan,9.4,9,8.4,7.8,7.8
25330892,Bangalore,1202000,2023,Kia,Sonet,3,petrol,17024,automatic,FWD,suv,9.9,9.9,9.5,9.4,9
25400303,Bangalore,526000,2016,Maruti Suzuki,Baleno,4,petrol,50896,automatic,FWD,hatchback,9.8,9.2,8.9,8.4,7.3
24878298,Bangalore,604000,2019,Toyota,Glanza,4,petrol,94280,automatic,FWD,hatchback,9,9.3,8.7,7.9,7.6
26103225,Bangalore,1155000,2022,Skoda,Slavia,3,petrol,56583,automatic,FWD,sedan,9.8,9.6,8.8,9,7.8
24772246,Bangalore,460000,2012,Hyundai,Verna,4,diesel,99139,manual,FWD,sedan,9.5,9.1,8.5,7.8,8.1
24734264,Bangalore,614000,2017,Ford,EcoSport,4,petrol,52017,automatic,FWD,suv,8.3,9.2,8.7,8,7.2
24091746,Bangalore,305000,2014,Maruti Suzuki,Celerio,3,petrol,120854,automatic,FWD,hatchback,9.1,8.4,7.8,7.5,7.2
23893998,Bangalore,388000,2017,Hyundai,Grand i10,4,petrol,107219,manual,FWD,hatchback,9.1,8.5,8.2,7.3,7.1
23352927,Bangalore,1573000,2022,MG Motors,Hector,4,diesel,23015,manual,FWD,suv,9.6,9.8,9.6,9.3,9.1
22248066,Bangalore,1624000,2023,Kia,Carens,4,petrol,9115,manual,FWD,muv,9.8,9.9,8.8,9.3,8.7
25438696,Bangalore,447000,2015,Volkswagen,Vento,4,petrol,99858,automatic,FWD,sedan,9.5,9.4,8.1,7.5,7.7
20038608,Bangalore,994000,2022,Tata,Nexon,4,diesel,87600,automatic,FWD,suv,9.7,9,9,8.9,8.1
24944417,Bangalore,377000,2016,Ford,Figo,4,petrol,59864,manual,FWD,hatchback,9.3,9.2,8.7,8.4,8.7
25509957,Bangalore,807000,2021,Tata,Nexon,3,petrol,63572,automatic,FWD,suv,9.5,9.5,7.9,8.8,8
24383694,Bangalore,416000,2015,Maruti Suzuki,Swift,4,petrol,80442,manual,FWD,hatchback,9.6,8.9,6.7,7.4,6.3
22035871,Bangalore,1006000,2020,Hyundai,Verna,3,petrol,91862,automatic,FWD,sedan,9.7,9.3,9,8.4,8.2
24118594,Bangalore,363000,2015,Honda,Brio,4,petrol,112603,automatic,FWD,hatchback,9,9.1,8,7.6,7.8
24464660,Bangalore,459000,2019,Hyundai,Grand i10,4,petrol,60586,manual,FWD,hatchback,9.4,9.3,8.8,8.8,8.9
22539569,Bangalore,1185000,2020,Maruti Suzuki,Ertiga,4,diesel,54159,manual,FWD,muv,9.8,9.6,9.3,9.2,8.7
19645818,Bangalore,712000,2020,Maruti Suzuki,Ciaz,4,petrol,109657,automatic,FWD,sedan,9.3,9.3,8.5,8.3,8.6
25734204,Bangalore,176000,2015,Tata,Nano,2,petrol,68897,manual,RWD,hatchback,9.4,9.5,7.8,8.4,8.5
20837718,Bangalore,991000,2021,Kia,Sonet,4,diesel,116041,automatic,FWD,suv,9.5,9,8.6,8.2,8.1
22343912,Bangalore,609000,2016,Skoda,Rapid,4,diesel,95543,automatic,FWD,sedan,9.3,7.6,8.5,7.8,7.9
22093416,Bangalore,1128000,2019,Hyundai,Creta,4,diesel,62448,manual,FWD,suv,9.8,9.6,8.8,8.4,8.2
23193755,Bangalore,269000,2012,Honda,Brio,4,petrol,80172,manual,,hatchback,9.2,9.4,8.1,7.1,7.7
21301490,Bangalore,2061000,2020,Skoda,Superb,4,petrol,49442,automatic,FWD,sedan,9.8,9.3,8.1,8.3,8.5
24094490,Bangalore,371000,2017,Maruti Suzuki,Celerio,3,petrol,118600,automatic,FWD,hatchback,9.5,8.6,8.3,7.7,8
24813675,Bangalore,1858000,2023,Mahindra,XUV700,4,petrol,16212,automatic,FWD,suv,9.8,9.9,9.7,9.5,8.3
21459319,Bangalore,418000,2017,Honda,Jazz,4,petrol,115354,manual,FWD,hatchback,9.4,8.5,8.6,7.9,7.5
22980882,Bangalore,1075000,2021,Kia,Seltos,4,petrol,55938,manual,FWD,suv,9.8,9.6,9.3,9,8.3
21308524,Bangalore,966000,2019,Hyundai,Creta,4,cng,44089,manual,FWD,suv,9.8,9.7,9.4,9.2,8.8
23788891,Bangalore,543000,2017,Maruti Suzuki,Baleno,4,petrol,55679,manual,FWD,hatchback,9.6,9.6,8.8,7.7,7.9
23589452,Bangalore,259000,2017,Datsun,Redi-GO,3,petrol,69154,manual,FWD,hatchback,9.6,9.2,7.9,8.3,7.6
25664527,Bangalore,759000,2020,Ford,EcoSport,3,petrol,34363,manual,FWD,suv,9.8,9.6,9.1,9,8.9
23114682,Bangalore,251000,2014,Hyundai,Eon,3,petrol,110348,manual,FWD,hatchback,9.4,9.2,7.7,8.1,8
23752746,Bangalore,366000,2016,Maruti Suzuki,Wagon R 1.0,3,petrol,80081,automatic,FWD,hatchback,9.7,9.3,8.5,8.2,8.5
24899683,Bangalore,284000,2016,Mahindra,KUV100,3,petrol,51947,manual,FWD,crossover,9.1,8.5,8.6,8.3,8.2
23274640,Bangalore,1179000,2024,Maruti Suzuki,Fronx,3,petrol,18223,automatic,FWD,suv,9.9,9.9,9.5,9.3,8.7
16982571,Bangalore,473000,2014,Ford,EcoSport,4,petrol,91526,automatic,FWD,suv,9.6,8.8,8.1,7.9,7.8
21260052,Bangalore,442000,2014,Hyundai,i20,4,diesel,100788,manual,FWD,hatchback,9.4,9.2,8.3,7.2,8.5
23233074,Bangalore,487000,2015,Honda,City,4,petrol,90006,manual,FWD,sedan,9.2,8.4,7.9,6.7,7
22618868,Bangalore,1454000,2023,Hyundai,Verna,4,petrol,42398,automatic,FWD,sedan,9.8,9.6,9,8.5,8.5
18468724,Bangalore,1147000,2019,Hyundai,Creta,4,diesel,86123,automatic,FWD,suv,9.4,9.4,8.4,8.1,8.5
23351860,Bangalore,543000,2018,Maruti Suzuki,Baleno,4,petrol,62323,manual,FWD,hatchback,9.5,9.6,8.7,8.3,7.6
21190285,Bangalore,564000,2021,Hyundai,New Santro 1.1,4,petrol+cng,32695,manual,FWD,hatchback,9.2,9.8,9.4,9,8.8
20241792,Bangalore,543000,2022,Hyundai,New Santro 1.1,4,petrol+cng,53197,manual,FWD,hatchback,9.8,9.5,9,9,7.7
24283409,Bangalore,202000,2011,Ford,Figo,4,petrol,126110,manual,FWD,hatchback,9.4,9.1,8.2,7.7,8.4
21265780,Bangalore,448000,2014,Honda,City,4,petrol,63150,manual,FWD,sedan,9.6,9.5,8.6,7.9,8.4
21888971,Bangalore,385000,2015,Maruti Suzuki,Swift,4,petrol,56268,manual,FWD,hatchback,9.7,9.4,8.6,7.9,7.4
23097180,Bangalore,1126000,2019,Maruti Suzuki,Ertiga,4,diesel,55410,manual,FWD,muv,9.7,9.1,8.8,7.8,8.5
23122907,Bangalore,547000,2016,Honda,City,4,petrol,69943,manual,FWD,sedan,9.6,9.4,8.2,7.9,7.4
22382433,Bangalore,537000,2016,Maruti Suzuki,Baleno,4,petrol,60909,manual,FWD,hatchback,9.5,9.3,8.2,7.7,8
23191496,Bangalore,615000,2019,Hyundai,Elite i20,4,petrol,94029,automatic,FWD,hatchback,9.5,9.2,8.4,7.6,8.2
21258966,Bangalore,353000,2013,Hyundai,i20,4,petrol,85311,manual,FWD,hatchback,9.3,7.8,7.3,6.8,7.4
21486855,Bangalore,650000,2021,Nissan,Magnite,3,petrol,86782,automatic,FWD,suv,9.5,9.1,8,8.4,7.6
18118517,Bangalore,379000,2018,Tata,Tiago,3,petrol,45707,manual,FWD,hatchback,9,9.6,9.1,8.7,8.9
18337895,Bangalore,494000,2014,Honda,City,4,petrol,92120,automatic,FWD,sedan,9.2,9.3,8,7.7,7.3
18960816,Bangalore,1293000,2019,Mahindra,XUV500,4,diesel,64263,automatic,FWD,suv,9.5,9.6,8.2,7.7,7.5
20036178,Bangalore,445000,2018,Tata,Tiago,3,petrol,68584,automatic,FWD,hatchback,8.7,7.6,8.1,8.2,7.7
21993345,Bangalore,930000,2018,Hyundai,Creta,4,diesel,83241,manual,FWD,suv,9.6,9.2,8.2,7.9,7.9
20945176,Bangalore,530000,2016,Ford,EcoSport,4,diesel,105307,manual,FWD,suv,9.4,9.1,7.4,7.1,7.1
21710564,Bangalore,397000,2015,Maruti Suzuki,Swift,4,petrol,42660,manual,FWD,hatchback,9.7,9.6,8.8,8.3,7.7
18689179,Bangalore,710000,2019,Maruti Suzuki,Vitara Brezza,4,diesel,75996,manual,FWD,suv,9.3,9.5,8.9,8.6,7.7
18843560,Bangalore,608000,2016,Renault,Duster,4,diesel,104549,automatic,FWD,suv,9.1,9.1,7.7,6.1,7.1
16034494,Bangalore,559000,2017,Hyundai,Elite i20,4,petrol,55870,manual,FWD,hatchback,9.8,9.4,8.1,7.8,7.7
21860386,Bangalore,342000,2014,Hyundai,Grand i10,4,petrol,44002,manual,FWD,hatchback,8.7,9.2,8.4,7.9,7.6
21999808,Bangalore,389000,2012,Maruti Suzuki,Swift,4,petrol,60716,manual,FWD,hatchback,9.7,9.5,8.1,7.8,8.4
21704175,Bangalore,601000,2015,Maruti Suzuki,Ertiga,4,petrol,41060,manual,FWD,muv,9.6,9.6,8.7,7,8
26637016,Bangalore,355000,2014,Hyundai,Grand i10,4,petrol,115506,manual,FWD,hatchback,9.4,9.2,8.5,7.9,8.8
26660337,Bangalore,586000,2020,Hyundai,Grand i10 Nios,4,petrol,35237,automatic,FWD,hatchback,9.9,9.4,9.4,8.3,8.4
26840189,Bangalore,615000,2019,Maruti Suzuki,Swift,4,petrol,20536,automatic,FWD,hatchback,9.8,9.6,9.3,8.8,9.1
25353263,Bangalore,465000,2018,Hyundai,Elite i20,4,diesel,60574,manual,FWD,hatchback,9.5,9.5,8.2,8.3,7.9
26346731,Bangalore,3120758,2022,BMW,X1,4,petrol,37111,automatic,FWD,suv,9.8,9.7,9.5,9,8.3
23181830,Bangalore,1706758,2015,Mercedes-Benz,CLA,4,petrol,51587,automatic,FWD,sedan,9.2,8.9,8.5,8.4,7.6
26996647,Bangalore,675000,2022,Tata,Punch,3,petrol,24313,automatic,FWD,suv,9.9,9.8,9.3,8.2,8.4
27018311,Bangalore,242000,2014,Maruti Suzuki,Alto 800,3,petrol,73006,manual,FWD,hatchback,9.7,8.9,8.6,7.8,8.4
26923967,Bangalore,697000,2022,Maruti Suzuki,Swift,4,petrol,37641,automatic,FWD,hatchback,9.9,9.7,9.5,9.1,7.9
26995945,Bangalore,768000,2023,Hyundai,Exter,4,petrol,10973,automatic,FWD,suv,9.9,9.8,9.4,9.6,8.7
26767570,Bangalore,629000,2023,Maruti Suzuki,Swift,4,petrol,61329,manual,FWD,hatchback,9.7,9.6,9.1,8.4,8.5
27244275,Bangalore,1899713,2022,Mahindra,XUV700,4,diesel,40361,automatic,FWD,suv,9.6,9.7,9.5,9,7.9
25940074,Bangalore,1136108,2019,Jeep,Compass,4,diesel,44471,manual,FWD,suv,9.7,9.7,9.2,8.6,8.5
20389855,Bangalore,2110758,2017,Jaguar,XF,4,diesel,42308,automatic,RWD,sedan,9.7,9,8.7,8.4,7.9
26478710,Bangalore,502000,2016,Maruti Suzuki,Ciaz,4,petrol,96258,manual,FWD,sedan,9.7,9.2,8.4,7.6,8.8
27080261,Bangalore,665000,2020,Tata,Nexon,3,petrol,77546,automatic,FWD,suv,9.6,9.4,8.7,8.6,8.2
26264805,Bangalore,313000,2013,Hyundai,i10,4,petrol,49499,manual,FWD,hatchback,9.8,9.7,8.9,8.4,8.8
26807068,Bangalore,608000,2022,Maruti Suzuki,Swift,4,petrol,70340,manual,FWD,hatchback,9.6,9.5,9.2,8.6,9.2
26578044,Bangalore,255000,2013,Ford,Figo,4,diesel,71991,manual,FWD,hatchback,9.7,9.4,8.7,8.2,8.2
26891120,Bangalore,558000,2019,Hyundai,i20 Active,4,petrol,14948,manual,FWD,crossover,9.9,9.9,9.4,8.9,9.3
26703863,Bangalore,639000,2016,Volkswagen,Polo,4,petrol,75547,automatic,FWD,hatchback,9.7,9.4,8.4,8.1,7.8
26853471,Bangalore,2131003,2025,Mahindra,Thar Roxx,4,petrol,7603,automatic,RWD,suv,10,9.9,9.8,9.8,9.6
21352084,Bangalore,2070358,2022,Jeep,Compass,4,diesel,49476,automatic,AWD,suv,9.6,9.7,8.7,9,8.1
26984026,Bangalore,564000,2020,Hyundai,Grand i10 Nios,4,petrol,45983,automatic,FWD,hatchback,9.7,9.5,9.1,8.6,7.7
26587581,Bangalore,298000,2017,Renault,Kwid,3,petrol,54965,manual,FWD,hatchback,9.3,9.3,8.9,7.9,8.1
25637248,Bangalore,800000,2023,Tata,Altroz,4,diesel,59721,manual,FWD,hatchback,9.6,9.6,9.2,9,8.2
27052509,Bangalore,592000,2017,Maruti Suzuki,Baleno,4,petrol,25409,manual,FWD,hatchback,9.8,9.7,8.9,8.6,8.4
27135105,Bangalore,365000,2013,Toyota,Etios Liva,4,petrol,25952,manual,FWD,hatchback,9.9,9.8,9.1,8.2,8.6
27066605,Bangalore,621000,2016,Volkswagen,Polo,4,petrol,91841,automatic,FWD,hatchback,9.6,8.3,8.8,7.8,9
23111801,Bangalore,1605758,2022,Jeep,Compass,4,petrol,42872,automatic,FWD,suv,9.8,9.2,9.4,8.6,7.9
26578764,Bangalore,716000,2024,Hyundai,Grand i10 Nios,4,petrol,10456,automatic,FWD,hatchback,9.9,9.7,9.7,9.4,9.3
26680101,Bangalore,309000,2015,Maruti Suzuki,Celerio,3,petrol,34562,manual,FWD,hatchback,9.8,8.8,9.2,7.9,8.8
26399343,Bangalore,479000,2019,Hyundai,Santro,4,petrol,34331,automatic,FWD,hatchback,9.9,9.8,8.9,8.9,8.3
26923948,Bangalore,1128073,2025,Maruti Suzuki,Fronx,3,petrol,8443,manual,FWD,suv,9.9,9.9,9.9,9.8,9.5
26509939,Bangalore,1254323,2021,Honda,City,4,petrol,23929,automatic,FWD,sedan,9.9,9.8,9.3,8.8,8.6
26544588,Bangalore,379000,2014,Hyundai,i20,4,petrol,59210,manual,FWD,hatchback,9.2,9.3,8.4,7.9,8.3
26894092,Bangalore,586000,2020,Tata,Altroz,3,petrol,62274,manual,FWD,hatchback,9.6,9.4,9,9,8.4
