region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type
hyderabad,1965000,2022,mahindra,scorpio n,fair,4.0,diesel,43359,clean,automatic,rwd,suv
hyderabad,579000,2018,maruti suzuki,ciaz,salvage,4.0,petrol,96056,clean,automatic,fwd,sedan
hyderabad,592000,2018,honda,amaze,salvage,4.0,diesel,107996,clean,automatic,fwd,sedan
hyderabad,462000,2019,maruti suzuki,eeco,good,4.0,petrol,14001,clean,manual,rwd,muv
hyderabad,224000,2015,maruti suzuki,alto,salvage,3.0,petrol,94771,clean,manual,fwd,hatchback
hyderabad,470000,2019,hyundai,i20,salvage,4.0,petrol,82980,clean,manual,fwd,hatchback
hyderabad,1853000,2023,hyundai,alcazar,good,4.0,petrol,29349,clean,automatic,fwd,suv
hyderabad,514000,2018,maruti suzuki,baleno,salvage,4.0,petrol,116901,clean,automatic,fwd,hatchback
hyderabad,461000,2020,renault,triber,salvage,3.0,petrol,112165,clean,manual,fwd,muv
hyderabad,476000,2017,hyundai,i20,salvage,4.0,petrol,88611,clean,manual,fwd,hatchback
hyderabad,676000,2019,honda,wr-v,fair,4.0,cng,46487,clean,manual,fwd,suv
hyderabad,1000000,2019,hyundai,creta,salvage,4.0,diesel,91593,clean,automatic,fwd,suv
hyderabad,268000,2014,hyundai,i10,fair,4.0,petrol,44807,clean,manual,fwd,hatchback
hyderabad,328000,2012,maruti suzuki,swift,fair,4.0,petrol,62747,clean,manual,fwd,hatchback
hyderabad,501000,2018,maruti suzuki,baleno,salvage,4.0,petrol,121009,clean,automatic,fwd,hatchback
hyderabad,282000,2020,maruti suzuki,alto,fair,3.0,petrol,43107,clean,manual,fwd,hatchback
hyderabad,181000,2011,maruti suzuki,alto k10,good,3.0,petrol,26728,clean,manual,fwd,hatchback
hyderabad,566000,2018,maruti suzuki,dzire,salvage,4.0,diesel,97406,clean,automatic,fwd,sedan
hyderabad,800000,2022,hyundai,venue,fair,3.0,petrol,31406,clean,manual,fwd,suv
hyderabad,949000,2022,maruti suzuki,brezza,fair,4.0,petrol,51654,clean,automatic,fwd,suv
hyderabad,1555000,2023,hyundai,creta,salvage,4.0,diesel,80487,clean,automatic,fwd,suv
hyderabad,215000,2011,hyundai,i10,salvage,4.0,petrol,97176,clean,manual,fwd,hatchback
hyderabad,2023000,2025,mahindra,xuv700,good,4.0,diesel,17486,clean,manual,fwd,suv
hyderabad,506000,2021,hyundai,santro,fair,4.0,petrol+cng,46723,clean,manual,fwd,hatchback
hyderabad,1224000,2024,volkswagen,taigun,good,3.0,petrol,9213,clean,manual,fwd,suv
hyderabad,681000,2020,kia,sonet,fair,3.0,petrol,40978,clean,manual,fwd,suv
hyderabad,602000,2021,nissan,magnite,fair,3.0,petrol,68819,clean,manual,fwd,suv
hyderabad,211000,2016,maruti suzuki,alto,salvage,3.0,petrol,89913,clean,manual,fwd,hatchback
hyderabad,468000,2018,hyundai,i20,salvage,4.0,petrol,94972,clean,manual,fwd,hatchback
hyderabad,459000,2016,maruti suzuki,baleno,fair,4.0,petrol,68224,clean,manual,fwd,hatchback
hyderabad,390000,2016,maruti suzuki,swift,salvage,4.0,petrol,82594,clean,manual,fwd,hatchback
hyderabad,969000,2023,maruti suzuki,brezza,fair,4.0,petrol,36585,clean,manual,fwd,suv
hyderabad,323000,2017,maruti suzuki,wagon r,salvage,3.0,petrol,118862,clean,automatic,fwd,hatchback
hyderabad,548000,2019,ford,figo,fair,4.0,diesel,64187,clean,manual,fwd,hatchback
hyderabad,1183000,2022,skoda,kushaq,fair,3.0,petrol,36735,clean,automatic,fwd,suv
hyderabad,899000,2018,hyundai,creta,salvage,4.0,petrol,73868,clean,automatic,fwd,suv
hyderabad,681000,2023,renault,kiger,good,3.0,petrol,20508,clean,manual,fwd,suv
hyderabad,622000,2017,maruti suzuki,dzire,salvage,4.0,diesel,89357,clean,manual,fwd,sedan
hyderabad,475000,2017,ford,ecosport,salvage,4.0,diesel,130916,clean,manual,fwd,suv
hyderabad,362000,2012,maruti suzuki,swift dzire,fair,4.0,petrol,42870,clean,automatic,fwd,sedan
hyderabad,223000,2018,maruti suzuki,alto,salvage,3.0,petrol,82837,clean,manual,fwd,hatchback
hyderabad,304000,2019,renault,kwid,fair,3.0,petrol,58825,clean,manual,fwd,hatchback
hyderabad,452000,2016,hyundai,i20,salvage,4.0,petrol,128578,clean,manual,fwd,hatchback
hyderabad,395000,2019,hyundai,grand i10,salvage,4.0,petrol,118928,clean,manual,fwd,hatchback
hyderabad,1004085,2021,skoda,kushaq,salvage,3.0,petrol,78718,clean,manual,fwd,suv
hyderabad,292000,2014,hyundai,i10,fair,4.0,petrol,52356,clean,manual,fwd,hatchback
hyderabad,257000,2019,maruti suzuki,alto,salvage,3.0,petrol,92104,clean,manual,fwd,hatchback
hyderabad,1301000,2022,volkswagen,taigun,good,3.0,petrol,27164,clean,automatic,fwd,suv
hyderabad,743000,2016,hyundai,creta,salvage,4.0,petrol,109192,clean,automatic,fwd,suv
hyderabad,294000,2019,renault,kwid,salvage,3.0,petrol,101156,clean,automatic,fwd,hatchback
hyderabad,1099000,2023,hyundai,venue,good,3.0,petrol,27524,clean,automatic,fwd,suv
hyderabad,331000,2012,hyundai,i20,salvage,4.0,diesel,93972,clean,manual,fwd,hatchback
hyderabad,367000,2014,volkswagen,polo,salvage,3.0,diesel,145334,clean,manual,fwd,hatchback
hyderabad,1690000,2023,mahindra,xuv700,good,4.0,petrol,17344,clean,automatic,fwd,suv
hyderabad,654000,2018,maruti suzuki,brezza,salvage,4.0,diesel,124977,clean,automatic,fwd,suv
hyderabad,1174000,2022,skoda,slavia,fair,3.0,petrol,40606,clean,automatic,fwd,sedan
hyderabad,741000,2018,ford,ecosport,good,3.0,petrol,24994,clean,automatic,fwd,suv
hyderabad,1403758,2016,mercedes-benz,b-class,fair,4.0,petrol,65202,clean,automatic,fwd,mpv
hyderabad,624000,2022,toyota,glanza,fair,4.0,cng,36921,clean,manual,fwd,hatchback
hyderabad,1567325,2021,tata,safari,fair,4.0,diesel,47205,clean,automatic,fwd,suv
hyderabad,712000,2019,ford,ecosport,salvage,4.0,diesel,92608,clean,manual,fwd,suv
hyderabad,420000,2016,volkswagen,polo,salvage,3.0,petrol,80072,clean,manual,fwd,hatchback
hyderabad,289000,2011,maruti suzuki,swift,fair,4.0,petrol,41393,clean,manual,fwd,hatchback
hyderabad,695000,2022,maruti suzuki,swift,good,4.0,petrol,25044,clean,automatic,fwd,hatchback
hyderabad,339000,2013,honda,amaze,fair,4.0,petrol,55746,clean,manual,fwd,sedan
hyderabad,431000,2017,maruti suzuki,celerio,good,3.0,petrol,27949,clean,automatic,fwd,hatchback
hyderabad,485000,2022,maruti suzuki,wagon r,good,3.0,petrol,24601,clean,manual,fwd,hatchback
hyderabad,364000,2015,tata,zest,fair,4.0,diesel,68103,clean,automatic,fwd,sedan
hyderabad,1789623,2021,mahindra,xuv700,good,4.0,diesel,24735,clean,manual,fwd,suv
hyderabad,1096718,2021,hyundai,verna,fair,4.0,diesel,60603,clean,manual,fwd,sedan
hyderabad,317000,2019,renault,kwid,fair,3.0,petrol,55870,clean,automatic,fwd,hatchback
hyderabad,845000,2019,maruti suzuki,brezza,fair,4.0,diesel,42936,clean,manual,fwd,suv
hyderabad,915000,2021,hyundai,verna,salvage,4.0,diesel,88876,clean,manual,fwd,sedan
hyderabad,381000,2015,maruti suzuki,swift dzire,fair,4.0,petrol,57347,clean,manual,fwd,sedan
hyderabad,692000,2021,kia,sonet,fair,4.0,petrol,41574,clean,manual,fwd,suv
hyderabad,1919815,2022,toyota,innova crysta,good,4.0,petrol,26384,clean,manual,rwd,muv
hyderabad,489000,2018,toyota,yaris,salvage,4.0,petrol,71234,clean,manual,fwd,sedan
hyderabad,706000,2018,tata,nexon,fair,4.0,diesel,64374,clean,automatic,fwd,suv
hyderabad,565000,2016,ford,ecosport,salvage,4.0,diesel,93235,clean,manual,fwd,suv
hyderabad,1716858,2016,bmw,x1,fair,4.0,diesel,60028,clean,automatic,fwd,suv
hyderabad,547000,2021,tata,tiago,good,3.0,petrol,28826,clean,manual,fwd,hatchback
hyderabad,1893653,2022,mahindra,xuv700,fair,4.0,diesel,54238,clean,manual,fwd,suv
hyderabad,427000,2015,hyundai,i20,salvage,4.0,diesel,127246,clean,manual,fwd,hatchback
hyderabad,1049195,2018,mahindra,xuv500,salvage,4.0,diesel,88212,clean,automatic,fwd,suv
hyderabad,681000,2024,hyundai,grand i10,like new,4.0,petrol,3891,clean,manual,fwd,hatchback
hyderabad,988000,2021,kia,seltos,fair,4.0,petrol,42811,clean,manual,fwd,suv
hyderabad,477000,2017,maruti suzuki,baleno,salvage,4.0,diesel,123767,clean,manual,fwd,hatchback
hyderabad,460000,2022,renault,kwid,good,3.0,petrol,7945,clean,automatic,fwd,hatchback
hyderabad,364000,2014,hyundai,xcent,fair,4.0,petrol,43952,clean,manual,fwd,sedan
hyderabad,397000,2014,hyundai,i20,salvage,4.0,petrol,121886,clean,manual,fwd,hatchback
hyderabad,477000,2018,hyundai,xcent,fair,4.0,petrol,43609,clean,manual,fwd,sedan
hyderabad,429000,2015,maruti suzuki,swift,salvage,4.0,diesel,78897,clean,manual,fwd,hatchback
hyderabad,629000,2017,honda,city,fair,4.0,diesel,49996,clean,manual,fwd,sedan
hyderabad,592000,2023,hyundai,grand i10,fair,4.0,petrol,48239,clean,manual,fwd,hatchback
hyderabad,681000,2022,maruti suzuki,baleno,fair,4.0,petrol,58187,clean,manual,fwd,hatchback
hyderabad,793000,2018,honda,city,fair,4.0,petrol,55005,clean,automatic,fwd,sedan
hyderabad,870000,2022,maruti suzuki,ciaz,fair,4.0,petrol,57845,clean,automatic,fwd,sedan
hyderabad,291000,2016,renault,kwid,fair,3.0,petrol,67572,clean,automatic,fwd,hatchback
hyderabad,287000,2019,maruti suzuki,alto,good,3.0,petrol,26521,clean,manual,fwd,hatchback
hyderabad,1448243,2020,hyundai,creta,fair,4.0,diesel,60237,clean,automatic,fwd,suv
hyderabad,653000,2018,hyundai,i20,salvage,4.0,diesel,106488,clean,manual,fwd,hatchback
hyderabad,288000,2014,maruti suzuki,celerio,salvage,3.0,petrol,76638,clean,automatic,fwd,hatchback
hyderabad,1697713,2022,tata,harrier,fair,4.0,diesel,37076,clean,automatic,fwd,suv
hyderabad,1280485,2019,mahindra,xuv500,fair,4.0,diesel,64342,clean,manual,fwd,suv
hyderabad,759000,2022,hyundai,i20,fair,4.0,diesel,55478,clean,manual,fwd,hatchback
hyderabad,283000,2014,ford,figo,salvage,4.0,diesel,98560,clean,manual,fwd,hatchback
hyderabad,425000,2022,renault,kiger,fair,3.0,petrol,60289,clean,manual,fwd,suv
hyderabad,479000,2019,volkswagen,ameo,salvage,4.0,diesel,103206,clean,manual,fwd,sedan
hyderabad,1345178,2020,kia,seltos,fair,4.0,petrol,42957,clean,automatic,fwd,suv
hyderabad,1224023,2022,kia,carens,salvage,4.0,diesel,96996,clean,manual,fwd,muv
hyderabad,376000,2018,renault,kwid,good,3.0,petrol,26953,clean,automatic,fwd,hatchback
hyderabad,551000,2018,ford,ecosport,salvage,3.0,petrol,84356,clean,automatic,fwd,suv
hyderabad,776000,2021,hyundai,venue,fair,3.0,petrol,52752,clean,manual,fwd,suv
hyderabad,601000,2022,hyundai,grand i10,fair,4.0,petrol,33379,clean,manual,fwd,hatchback
hyderabad,375000,2022,maruti suzuki,alto,good,3.0,petrol,20535,clean,manual,fwd,hatchback
hyderabad,728000,2024,hyundai,exter,fair,4.0,cng,44450,clean,manual,fwd,suv
hyderabad,1314000,2021,hyundai,creta,fair,4.0,diesel,56012,clean,manual,fwd,suv
hyderabad,959000,2020,mg motors,hector,salvage,4.0,hybrid,79846,clean,manual,fwd,suv
hyderabad,636000,2023,maruti suzuki,wagon r,good,4.0,petrol,7534,clean,automatic,fwd,hatchback
hyderabad,583000,2016,maruti suzuki,brezza,salvage,4.0,diesel,95258,clean,manual,fwd,suv
hyderabad,1297655,2022,mahindra,thar,fair,4.0,diesel,66155,clean,automatic,4wd,suv
hyderabad,1113933,2019,kia,seltos,salvage,4.0,petrol,72671,clean,automatic,fwd,suv
hyderabad,492000,2016,ford,ecosport,salvage,4.0,diesel,95250,clean,manual,fwd,suv
hyderabad,409000,2014,skoda,rapid,salvage,4.0,diesel,80586,clean,manual,fwd,sedan
hyderabad,638000,2022,hyundai,grand i10,good,4.0,petrol,28533,clean,manual,fwd,hatchback
hyderabad,677000,2019,ford,ecosport,salvage,4.0,diesel,109469,clean,manual,fwd,suv
hyderabad,909000,2020,kia,sonet,fair,4.0,diesel,48695,clean,manual,fwd,suv
hyderabad,460000,2016,maruti suzuki,baleno,salvage,4.0,petrol,73692,clean,manual,fwd,hatchback
hyderabad,1265000,2021,hyundai,creta,salvage,4.0,diesel,107061,clean,manual,fwd,suv
hyderabad,1486623,2022,hyundai,alcazar,salvage,4.0,diesel,81630,clean,manual,fwd,suv
hyderabad,796000,2022,hyundai,i20,fair,4.0,diesel,30238,clean,manual,fwd,hatchback
hyderabad,535000,2015,hyundai,i20,fair,4.0,petrol,45398,clean,manual,fwd,hatchback
hyderabad,851000,2016,hyundai,creta,fair,4.0,diesel,52699,clean,manual,fwd,suv
hyderabad,215000,2015,maruti suzuki,alto,fair,3.0,petrol,53703,clean,manual,fwd,hatchback
hyderabad,537000,2018,honda,wr-v,salvage,4.0,diesel,110952,clean,manual,fwd,suv
hyderabad,290000,2017,renault,kwid,good,3.0,petrol,28052,clean,manual,fwd,hatchback
hyderabad,602000,2022,tata,punch,fair,3.0,petrol,53606,clean,manual,fwd,suv
hyderabad,690000,2020,hyundai,venue,salvage,4.0,diesel,106629,clean,manual,fwd,suv
hyderabad,815000,2021,maruti suzuki,s-cross,fair,4.0,petrol,57190,clean,manual,fwd,suv
hyderabad,1365325,2022,mahindra,thar,good,4.0,petrol,19221,clean,automatic,4wd,suv
hyderabad,453000,2016,honda,jazz,fair,4.0,petrol,52803,clean,manual,fwd,hatchback
hyderabad,998000,2022,maruti suzuki,brezza,fair,4.0,petrol,48279,clean,manual,fwd,suv
hyderabad,692000,2018,ford,ecosport,fair,4.0,diesel,65889,clean,manual,fwd,suv
hyderabad,557000,2016,honda,city,fair,4.0,petrol,63396,clean,automatic,fwd,sedan
hyderabad,321000,2013,hyundai,grand i10,salvage,3.0,diesel,81846,clean,manual,fwd,hatchback
hyderabad,1333103,2022,mahindra,thar,fair,4.0,diesel,51085,clean,automatic,4wd,suv
hyderabad,770000,2020,hyundai,venue,salvage,3.0,petrol,74164,clean,automatic,fwd,suv
hyderabad,394000,2017,maruti suzuki,ignis,fair,4.0,petrol,39162,clean,automatic,fwd,hatchback
hyderabad,497000,2019,hyundai,grand i10,good,4.0,petrol,23093,clean,manual,fwd,hatchback
hyderabad,1072478,2023,maruti suzuki,xl6,good,4.0,petrol,23560,clean,manual,fwd,muv
hyderabad,375000,2016,hyundai,grand i10,salvage,3.0,diesel,103539,clean,manual,fwd,hatchback
hyderabad,829000,2019,hyundai,creta,salvage,4.0,diesel,100302,clean,manual,fwd,suv
hyderabad,578000,2023,maruti suzuki,wagon r,good,4.0,petrol,26549,clean,manual,fwd,hatchback
hyderabad,349000,2016,maruti suzuki,celerio,salvage,3.0,petrol,100350,clean,automatic,fwd,hatchback
hyderabad,1791545,2022,mahindra,scorpio n,fair,4.0,diesel,36072,clean,manual,rwd,suv
hyderabad,368000,2022,maruti suzuki,s-presso,fair,3.0,petrol,54742,clean,manual,fwd,hatchback
hyderabad,433000,2023,renault,kwid,good,3.0,petrol,20914,clean,manual,fwd,hatchback
hyderabad,556000,2017,hyundai,i20 active,fair,4.0,petrol,46320,clean,manual,fwd,crossover
hyderabad,613000,2022,hyundai,aura,good,4.0,petrol,21392,clean,manual,fwd,sedan
hyderabad,674000,2023,hyundai,exter,good,4.0,petrol,19586,clean,automatic,fwd,suv
hyderabad,1074000,2024,kia,sonet,good,4.0,diesel,23922,clean,manual,fwd,suv
hyderabad,279000,2015,maruti suzuki,alto k10,fair,3.0,petrol,30850,clean,automatic,fwd,hatchback
hyderabad,1506823,2021,hyundai,creta,fair,4.0,diesel,52283,clean,automatic,fwd,suv
hyderabad,1128028,2022,kia,sonet,fair,4.0,diesel,30268,clean,manual,fwd,suv
hyderabad,314000,2014,maruti suzuki,celerio,fair,3.0,petrol,60300,clean,automatic,fwd,hatchback
hyderabad,455000,2015,honda,city,fair,4.0,petrol,51970,clean,manual,fwd,sedan
hyderabad,964000,2020,kia,seltos,salvage,4.0,petrol,113893,clean,automatic,fwd,suv
hyderabad,1709000,2022,hyundai,alcazar,fair,4.0,diesel,46501,clean,automatic,fwd,suv
hyderabad,593000,2017,maruti suzuki,dzire,salvage,4.0,diesel,92717,clean,automatic,fwd,sedan
hyderabad,859000,2020,kia,seltos,salvage,4.0,diesel,99971,clean,manual,fwd,suv
hyderabad,220000,2016,maruti suzuki,alto,fair,3.0,petrol,57123,clean,manual,fwd,hatchback
hyderabad,942000,2018,mahindra,xuv500,fair,4.0,diesel,61245,clean,manual,fwd,suv
hyderabad,818000,2021,maruti suzuki,brezza,fair,4.0,petrol,54761,clean,manual,fwd,suv
hyderabad,497000,2024,maruti suzuki,alto k10,good,3.0,petrol,10813,clean,manual,fwd,hatchback
hyderabad,798000,2020,kia,sonet,fair,4.0,diesel,44192,clean,manual,fwd,suv
hyderabad,1446178,2022,hyundai,creta,fair,4.0,diesel,37339,clean,manual,fwd,suv
hyderabad,1697713,2023,hyundai,alcazar,good,4.0,diesel,25052,clean,manual,fwd,suv
hyderabad,219000,2012,hyundai,i10,salvage,4.0,petrol,101084,clean,manual,fwd,hatchback
hyderabad,581000,2018,hyundai,i20,fair,4.0,petrol,35004,clean,manual,fwd,hatchback
hyderabad,598000,2021,maruti suzuki,swift,fair,4.0,petrol,30015,clean,manual,fwd,hatchback
hyderabad,604000,2022,tata,altroz,fair,3.0,petrol,61056,clean,manual,fwd,hatchback
hyderabad,504000,2018,maruti suzuki,dzire,fair,4.0,petrol,50906,clean,manual,fwd,sedan
hyderabad,712000,2020,maruti suzuki,ciaz,salvage,4.0,petrol,92449,clean,automatic,fwd,sedan
hyderabad,607000,2022,tata,tiago,good,3.0,petrol,25863,clean,automatic,fwd,hatchback
hyderabad,513000,2018,maruti suzuki,baleno,salvage,4.0,petrol,70056,clean,manual,fwd,hatchback
hyderabad,924000,2023,hyundai,i20 n line,fair,3.0,petrol,44875,clean,automatic,fwd,hatchback
hyderabad,248000,2015,maruti suzuki,alto k10,salvage,3.0,petrol,79910,clean,manual,fwd,hatchback
hyderabad,1079593,2020,hyundai,creta,fair,4.0,petrol,53814,clean,manual,fwd,suv
hyderabad,436000,2018,maruti suzuki,ignis,fair,4.0,petrol,53730,clean,automatic,fwd,hatchback
hyderabad,342000,2014,hyundai,xcent,fair,4.0,petrol,57045,clean,manual,fwd,sedan
hyderabad,350000,2016,maruti suzuki,celerio,salvage,3.0,petrol,91025,clean,automatic,fwd,hatchback
hyderabad,1216000,2022,hyundai,creta,fair,4.0,diesel,44381,clean,manual,fwd,suv
hyderabad,737000,2019,tata,nexon,fair,3.0,petrol,55872,clean,automatic,fwd,suv
hyderabad,303000,2016,maruti suzuki,alto k10,fair,3.0,petrol,49650,clean,automatic,fwd,hatchback
hyderabad,692000,2022,renault,kiger,good,3.0,petrol,21228,clean,automatic,fwd,suv
hyderabad,783000,2016,hyundai,creta,fair,4.0,petrol,54789,clean,manual,fwd,suv
hyderabad,599000,2020,maruti suzuki,swift,fair,4.0,petrol,43248,clean,manual,fwd,hatchback
hyderabad,474000,2017,maruti suzuki,baleno,salvage,4.0,petrol,80165,clean,manual,fwd,hatchback
hyderabad,795000,2021,hyundai,venue,fair,3.0,petrol,31174,clean,manual,fwd,suv
hyderabad,527000,2019,ford,freestyle,salvage,4.0,diesel,98802,clean,manual,fwd,crossover
hyderabad,667000,2021,tata,altroz,good,3.0,petrol,24617,clean,manual,fwd,hatchback
hyderabad,475000,2016,hyundai,i20,salvage,4.0,petrol,98823,clean,manual,fwd,hatchback
hyderabad,1300000,2020,kia,seltos,fair,4.0,petrol,66772,clean,automatic,fwd,suv
hyderabad,478000,2013,ford,ecosport,fair,4.0,diesel,68512,clean,manual,fwd,suv
hyderabad,478000,2016,maruti suzuki,baleno,fair,4.0,petrol,50005,clean,manual,fwd,hatchback
hyderabad,257000,2016,renault,kwid,salvage,3.0,petrol,72043,clean,manual,fwd,hatchback
hyderabad,635000,2022,tata,tiago,good,3.0,petrol,28518,clean,automatic,fwd,hatchback
hyderabad,920000,2022,kia,sonet,fair,3.0,petrol,46582,clean,manual,fwd,suv
hyderabad,228000,2011,hyundai,i10,fair,4.0,petrol,38806,clean,manual,fwd,hatchback
hyderabad,1153323,2023,maruti suzuki,xl6,good,4.0,petrol,24057,clean,manual,fwd,muv
hyderabad,492000,2016,maruti suzuki,baleno,good,4.0,petrol,29668,clean,manual,fwd,hatchback
hyderabad,705000,2021,volkswagen,vento,salvage,3.0,petrol,79705,clean,automatic,fwd,sedan
hyderabad,218000,2012,ford,figo,salvage,4.0,diesel,71934,clean,manual,fwd,hatchback
hyderabad,271000,2012,hyundai,i20,salvage,4.0,diesel,108448,clean,manual,fwd,hatchback
hyderabad,236000,2013,honda,brio,salvage,4.0,petrol,70842,clean,manual,fwd,hatchback
hyderabad,1246000,2022,kia,seltos,fair,4.0,petrol,44770,clean,automatic,fwd,suv
hyderabad,640000,2018,ford,ecosport,salvage,4.0,diesel,84324,clean,manual,fwd,suv
hyderabad,1139000,2022,volkswagen,virtus,fair,3.0,petrol,44156,clean,manual,fwd,sedan
hyderabad,630000,2018,maruti suzuki,ciaz,fair,4.0,petrol,48289,clean,manual,fwd,sedan
hyderabad,859000,2021,hyundai,venue,fair,3.0,petrol,54874,clean,automatic,fwd,suv
hyderabad,622000,2016,maruti suzuki,s-cross,salvage,4.0,diesel,99957,clean,manual,fwd,suv
hyderabad,1274523,2021,hyundai,creta,salvage,4.0,petrol,74988,clean,automatic,fwd,suv
hyderabad,547000,2018,hyundai,i20,fair,4.0,petrol,57344,clean,manual,fwd,hatchback
hyderabad,1336035,2024,mahindra,thar,good,4.0,petrol,14598,clean,automatic,rwd,suv
hyderabad,305000,2017,renault,kwid,fair,3.0,petrol,60843,clean,automatic,fwd,hatchback
hyderabad,570000,2017,tata,nexon,fair,3.0,petrol,68780,clean,manual,fwd,suv
hyderabad,544000,2015,hyundai,i20,salvage,4.0,diesel,83137,clean,manual,fwd,hatchback
hyderabad,2241000,2022,mahindra,scorpio n,fair,4.0,diesel,35282,clean,automatic,rwd,suv
hyderabad,1057000,2022,volkswagen,taigun,fair,3.0,petrol,56283,clean,manual,fwd,suv
hyderabad,637000,2022,hyundai,grand i10,good,4.0,petrol,26576,clean,manual,fwd,hatchback
hyderabad,448000,2015,ford,ecosport,salvage,3.0,petrol,78009,clean,manual,fwd,suv
hyderabad,369000,2021,renault,kwid,fair,3.0,petrol,30488,clean,manual,fwd,hatchback
hyderabad,338000,2012,hyundai,i20,salvage,4.0,diesel,97748,clean,manual,fwd,hatchback
hyderabad,632000,2022,tata,altroz,good,3.0,petrol,27448,clean,manual,fwd,hatchback
hyderabad,385000,2018,maruti suzuki,wagon r,fair,3.0,petrol,68382,clean,automatic,fwd,hatchback
hyderabad,576000,2019,maruti suzuki,baleno,fair,4.0,petrol,55046,clean,manual,fwd,hatchback
hyderabad,607000,2018,maruti suzuki,baleno,fair,4.0,petrol,37601,clean,automatic,fwd,hatchback
hyderabad,993000,2022,hyundai,venue,fair,4.0,diesel,64865,clean,manual,fwd,suv
hyderabad,719000,2022,tata,punch,fair,3.0,petrol,32082,clean,automatic,fwd,suv
hyderabad,523000,2021,maruti suzuki,baleno,salvage,4.0,petrol,118237,clean,automatic,fwd,hatchback
hyderabad,1389000,2023,honda,elevate,good,4.0,petrol,14754,clean,manual,fwd,suv
hyderabad,548000,2016,honda,br-v,salvage,4.0,petrol,142556,clean,automatic,fwd,suv
hyderabad,360000,2013,hyundai,i20,salvage,4.0,diesel,75986,clean,manual,fwd,hatchback
hyderabad,548000,2018,maruti suzuki,baleno,fair,4.0,petrol,61216,clean,automatic,fwd,hatchback
hyderabad,787000,2022,tata,nexon,good,3.0,petrol,16722,clean,manual,fwd,suv
hyderabad,1101813,2023,tata,nexon,good,3.0,petrol,21345,clean,manual,fwd,suv
hyderabad,1142000,2023,volkswagen,virtus,good,3.0,petrol,16541,clean,manual,fwd,sedan
hyderabad,586000,2017,ford,ecosport,fair,4.0,petrol,56216,clean,automatic,fwd,suv
hyderabad,1801645,2022,toyota,innova crysta,fair,4.0,petrol,33896,clean,manual,rwd,muv
hyderabad,404000,2018,maruti suzuki,celerio,fair,3.0,petrol,43471,clean,automatic,fwd,hatchback
hyderabad,274000,2018,renault,kwid,fair,3.0,petrol,53446,clean,manual,fwd,hatchback
hyderabad,869000,2023,kia,sonet,fair,4.0,diesel,66329,clean,manual,fwd,suv
hyderabad,368000,2015,honda,amaze,fair,4.0,petrol,68939,clean,manual,fwd,sedan
hyderabad,298000,2015,maruti suzuki,celerio,salvage,3.0,petrol,111429,clean,automatic,fwd,hatchback
hyderabad,731000,2016,hyundai,creta,salvage,4.0,diesel,97607,clean,manual,fwd,suv
hyderabad,448000,2019,maruti suzuki,celerio,good,3.0,petrol,17519,clean,automatic,fwd,hatchback
hyderabad,1122000,2022,toyota,urban cruiser hyryder,fair,4.0,petrol,46247,clean,manual,fwd,suv
hyderabad,445000,2016,maruti suzuki,baleno,fair,4.0,petrol,51455,clean,manual,fwd,hatchback
hyderabad,613000,2022,hyundai,grand i10,good,4.0,cng,22726,clean,manual,fwd,hatchback
hyderabad,999000,2022,maruti suzuki,brezza,good,4.0,petrol,28374,clean,automatic,fwd,suv
hyderabad,1220000,2018,skoda,octavia,salvage,4.0,diesel,121823,clean,automatic,fwd,sedan
hyderabad,983000,2020,kia,seltos,fair,4.0,petrol,40723,clean,manual,fwd,suv
hyderabad,523000,2024,maruti suzuki,celerio,good,3.0,petrol,27222,clean,manual,fwd,hatchback
hyderabad,2098585,2021,skoda,superb,salvage,4.0,petrol,85768,clean,automatic,fwd,sedan
hyderabad,792000,2023,toyota,glanza,good,4.0,petrol,26771,clean,manual,fwd,hatchback
hyderabad,841000,2019,mahindra,xuv 300,fair,4.0,diesel,64938,clean,automatic,fwd,suv
hyderabad,712000,2019,skoda,rapid,salvage,4.0,diesel,118517,clean,manual,fwd,sedan
hyderabad,610000,2021,maruti suzuki,baleno,salvage,4.0,petrol,89343,clean,automatic,fwd,hatchback
hyderabad,1326000,2022,hyundai,creta,fair,4.0,diesel,64354,clean,manual,fwd,suv
hyderabad,1943000,2024,mahindra,xuv700,good,4.0,petrol,17665,clean,manual,fwd,suv
hyderabad,565000,2023,maruti suzuki,ignis,good,4.0,petrol,20544,clean,manual,fwd,hatchback
hyderabad,581000,2022,tata,tiago,fair,3.0,petrol,43706,clean,automatic,fwd,hatchback
hyderabad,381000,2014,hyundai,grand i10,fair,4.0,petrol,58350,clean,automatic,fwd,hatchback
hyderabad,792000,2017,tata,hexa,salvage,4.0,diesel,86424,clean,manual,rwd,suv
hyderabad,1652000,2022,mahindra,xuv700,fair,4.0,diesel,51070,clean,automatic,fwd,suv
hyderabad,792000,2022,tata,altroz,fair,4.0,diesel,51184,clean,manual,fwd,hatchback
hyderabad,887000,2022,hyundai,i20,fair,4.0,diesel,33939,clean,manual,fwd,hatchback
hyderabad,776000,2022,kia,sonet,fair,4.0,diesel,56019,clean,manual,fwd,suv
hyderabad,595000,2022,hyundai,grand i10,good,4.0,petrol,29427,clean,manual,fwd,hatchback
