region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type
bangalore,353000,2013,hyundai,i20,salvage,4.0,petrol,85311,clean,manual,fwd,hatchback
bangalore,650000,2021,nissan,magnite,salvage,3.0,petrol,86782,clean,automatic,fwd,suv
bangalore,379000,2018,tata,tiago,fair,3.0,petrol,45707,clean,manual,fwd,hatchback
bangalore,494000,2014,honda,city,salvage,4.0,petrol,92120,clean,automatic,fwd,sedan
bangalore,1293000,2019,mahindra,xuv500,fair,4.0,diesel,64263,clean,automatic,fwd,suv
bangalore,445000,2018,tata,tiago,fair,3.0,petrol,68584,clean,automatic,fwd,hatchback
bangalore,930000,2018,hyundai,creta,salvage,4.0,diesel,83241,clean,manual,fwd,suv
bangalore,530000,2016,ford,ecosport,salvage,4.0,diesel,105307,clean,manual,fwd,suv
bangalore,397000,2015,maruti suzuki,swift,fair,4.0,petrol,42660,clean,manual,fwd,hatchback
bangalore,710000,2019,maruti suzuki,brezza,salvage,4.0,diesel,75996,clean,manual,fwd,suv
bangalore,608000,2016,renault,duster,salvage,4.0,diesel,104549,clean,automatic,fwd,suv
bangalore,559000,2017,hyundai,i20,fair,4.0,petrol,55870,clean,manual,fwd,hatchback
bangalore,342000,2014,hyundai,grand i10,fair,4.0,petrol,44002,clean,manual,fwd,hatchback
bangalore,389000,2012,maruti suzuki,swift,fair,4.0,petrol,60716,clean,manual,fwd,hatchback
bangalore,601000,2015,maruti suzuki,ertiga,fair,4.0,petrol,41060,clean,manual,fwd,muv
bangalore,355000,2014,hyundai,grand i10,salvage,4.0,petrol,115506,clean,manual,fwd,hatchback
bangalore,586000,2020,hyundai,grand i10,fair,4.0,petrol,35237,clean,automatic,fwd,hatchback
bangalore,615000,2019,maruti suzuki,swift,good,4.0,petrol,20536,clean,automatic,fwd,hatchback
bangalore,465000,2018,hyundai,i20,fair,4.0,diesel,60574,clean,manual,fwd,hatchback
bangalore,3120758,2022,bmw,x1,fair,4.0,petrol,37111,clean,automatic,fwd,suv
bangalore,1706758,2015,mercedes-benz,cla,fair,4.0,petrol,51587,clean,automatic,fwd,sedan
bangalore,675000,2022,tata,punch,good,3.0,petrol,24313,clean,automatic,fwd,suv
bangalore,242000,2014,maruti suzuki,alto,salvage,3.0,petrol,73006,clean,manual,fwd,hatchback
bangalore,697000,2022,maruti suzuki,swift,fair,4.0,petrol,37641,clean,automatic,fwd,hatchback
bangalore,768000,2023,hyundai,exter,good,4.0,petrol,10973,clean,automatic,fwd,suv
bangalore,629000,2023,maruti suzuki,swift,fair,4.0,petrol,61329,clean,manual,fwd,hatchback
bangalore,1899713,2022,mahindra,xuv700,fair,4.0,diesel,40361,clean,automatic,fwd,suv
bangalore,1136108,2019,jeep,compass,fair,4.0,diesel,44471,clean,manual,fwd,suv
bangalore,2110758,2017,jaguar,xf,fair,4.0,diesel,42308,clean,automatic,rwd,sedan
bangalore,502000,2016,maruti suzuki,ciaz,salvage,4.0,petrol,96258,clean,manual,fwd,sedan
bangalore,665000,2020,tata,nexon,salvage,3.0,petrol,77546,clean,automatic,fwd,suv
bangalore,313000,2013,hyundai,i10,fair,4.0,petrol,49499,clean,manual,fwd,hatchback
bangalore,608000,2022,maruti suzuki,swift,salvage,4.0,petrol,70340,clean,manual,fwd,hatchback
bangalore,255000,2013,ford,figo,salvage,4.0,diesel,71991,clean,manual,fwd,hatchback
bangalore,558000,2019,hyundai,i20 active,good,4.0,petrol,14948,clean,manual,fwd,crossover
bangalore,639000,2016,volkswagen,polo,salvage,4.0,petrol,75547,clean,automatic,fwd,hatchback
bangalore,2131003,2025,mahindra,thar roxx,good,4.0,petrol,7603,clean,automatic,rwd,suv
bangalore,2070358,2022,jeep,compass,fair,4.0,diesel,49476,clean,automatic,awd,suv
bangalore,564000,2020,hyundai,grand i10,fair,4.0,petrol,45983,clean,automatic,fwd,hatchback
bangalore,298000,2017,renault,kwid,fair,3.0,petrol,54965,clean,manual,fwd,hatchback
bangalore,800000,2023,tata,altroz,fair,4.0,diesel,59721,clean,manual,fwd,hatchback
bangalore,592000,2017,maruti suzuki,baleno,good,4.0,petrol,25409,clean,manual,fwd,hatchback
bangalore,365000,2013,toyota,etios,good,4.0,petrol,25952,clean,manual,fwd,hatchback
bangalore,621000,2016,volkswagen,polo,salvage,4.0,petrol,91841,clean,automatic,fwd,hatchback
bangalore,1605758,2022,jeep,compass,fair,4.0,petrol,42872,clean,automatic,fwd,suv
bangalore,716000,2024,hyundai,grand i10,good,4.0,petrol,10456,clean,automatic,fwd,hatchback
bangalore,309000,2015,maruti suzuki,celerio,fair,3.0,petrol,34562,clean,manual,fwd,hatchback
bangalore,479000,2019,hyundai,santro,fair,4.0,petrol,34331,clean,automatic,fwd,hatchback
bangalore,1128073,2025,maruti suzuki,fronx,good,3.0,petrol,8443,clean,manual,fwd,suv
bangalore,1254323,2021,honda,city,good,4.0,petrol,23929,clean,automatic,fwd,sedan
bangalore,379000,2014,hyundai,i20,fair,4.0,petrol,59210,clean,manual,fwd,hatchback
bangalore,586000,2020,tata,altroz,fair,3.0,petrol,62274,clean,manual,fwd,hatchback
bangalore,477000,2015,honda,amaze,fair,4.0,diesel,31998,clean,manual,fwd,sedan
bangalore,423000,2017,maruti suzuki,celerio,fair,3.0,petrol,44394,clean,automatic,fwd,hatchback
bangalore,523000,2014,hyundai,verna,good,4.0,petrol,23533,clean,manual,fwd,sedan
bangalore,492000,2023,maruti suzuki,alto k10,good,3.0,petrol,20421,clean,automatic,fwd,hatchback
bangalore,615000,2017,mahindra,tuv300,fair,3.0,diesel,42230,clean,manual,rwd,suv
bangalore,601000,2020,hyundai,grand i10,good,4.0,petrol,12837,clean,automatic,fwd,hatchback
bangalore,259000,2013,maruti suzuki,alto,good,3.0,petrol,19421,clean,manual,fwd,hatchback
bangalore,285000,2014,tata,zest,salvage,4.0,petrol,84854,clean,manual,fwd,sedan
bangalore,225000,2011,maruti suzuki,a-star,salvage,3.0,petrol,94624,clean,automatic,fwd,hatchback
bangalore,559000,2017,maruti suzuki,dzire,fair,4.0,petrol,33658,clean,automatic,fwd,sedan
bangalore,334000,2014,ford,figo,fair,4.0,petrol,40413,clean,manual,fwd,hatchback
bangalore,375000,2014,hyundai,xcent,fair,4.0,petrol,64175,clean,manual,fwd,sedan
bangalore,771000,2023,maruti suzuki,swift,good,4.0,petrol,6954,clean,automatic,fwd,hatchback
bangalore,590000,2015,honda,city,good,4.0,petrol,29453,clean,manual,fwd,sedan
bangalore,589000,2021,tata,tigor,fair,3.0,petrol,56924,clean,automatic,fwd,sedan
bangalore,478000,2015,ford,ecosport,salvage,3.0,petrol,109806,clean,manual,fwd,suv
bangalore,354000,2015,ford,figo,salvage,4.0,diesel,95042,clean,manual,fwd,sedan
bangalore,904000,2019,hyundai,creta,good,4.0,petrol,12023,clean,manual,fwd,suv
bangalore,348000,2014,hyundai,grand i10,salvage,4.0,petrol,101277,clean,manual,fwd,hatchback
bangalore,502000,2020,hyundai,santro,fair,4.0,petrol,31096,clean,automatic,fwd,hatchback
bangalore,1381538,2023,honda,elevate,good,4.0,petrol,14450,clean,manual,fwd,suv
bangalore,682000,2021,tata,altroz,salvage,4.0,diesel,98589,clean,manual,fwd,hatchback
bangalore,1267424,2023,volkswagen,virtus,fair,3.0,petrol,53355,clean,manual,fwd,sedan
bangalore,519000,2017,maruti suzuki,baleno,fair,3.0,petrol,59052,clean,manual,fwd,hatchback
bangalore,288000,2014,maruti suzuki,wagon r,fair,3.0,petrol,54336,clean,manual,fwd,hatchback
bangalore,1596668,2023,kia,carens,fair,4.0,diesel,55507,clean,automatic,fwd,muv
bangalore,320000,2012,hyundai,i10,salvage,4.0,petrol,72962,clean,automatic,fwd,hatchback
bangalore,832000,2025,hyundai,grand i10,good,4.0,petrol,9018,clean,automatic,fwd,hatchback
bangalore,516000,2014,honda,mobilio,salvage,4.0,diesel,83283,clean,manual,fwd,muv
bangalore,521000,2018,hyundai,grand i10,fair,4.0,petrol,37058,clean,automatic,fwd,hatchback
bangalore,1045253,2022,tata,nexon,good,3.0,petrol,14099,clean,automatic,fwd,suv
bangalore,241000,2013,hyundai,eon,fair,3.0,petrol,35248,clean,manual,fwd,hatchback
bangalore,475000,2022,renault,kwid,fair,3.0,petrol,31988,clean,automatic,fwd,hatchback
bangalore,501000,2018,honda,jazz,salvage,4.0,petrol,97426,clean,automatic,fwd,hatchback
bangalore,285000,2013,maruti suzuki,wagon r,salvage,3.0,petrol,75601,clean,manual,fwd,hatchback
bangalore,358000,2015,honda,brio,salvage,4.0,petrol,93508,clean,manual,fwd,hatchback
bangalore,716000,2020,honda,jazz,good,4.0,petrol,16788,clean,automatic,fwd,hatchback
bangalore,508000,2014,honda,mobilio,fair,4.0,petrol,41131,clean,manual,fwd,muv
bangalore,381000,2017,ford,figo,salvage,4.0,petrol,72394,clean,manual,fwd,hatchback
bangalore,611000,2021,hyundai,aura,good,4.0,petrol,24497,clean,automatic,fwd,sedan
bangalore,658000,2020,maruti suzuki,swift,fair,4.0,petrol,55827,clean,manual,fwd,hatchback
bangalore,397000,2013,volkswagen,polo,fair,3.0,petrol,55489,clean,manual,fwd,hatchback
bangalore,677000,2020,hyundai,i20,fair,4.0,petrol,43005,clean,manual,fwd,hatchback
bangalore,592000,2023,maruti suzuki,wagon r,good,4.0,petrol,6929,clean,manual,fwd,hatchback
bangalore,849000,2024,hyundai,exter,good,4.0,petrol,8766,clean,automatic,fwd,suv
bangalore,600000,2022,maruti suzuki,swift,fair,4.0,petrol,63408,clean,automatic,fwd,hatchback
bangalore,591000,2018,hyundai,i20,salvage,4.0,petrol,93601,clean,manual,fwd,hatchback
bangalore,221000,2012,ford,figo,salvage,4.0,diesel,110303,clean,manual,fwd,hatchback
bangalore,637000,2024,tata,altroz,good,3.0,petrol,11481,clean,manual,fwd,hatchback
bangalore,903000,2024,maruti suzuki,baleno,good,4.0,petrol,12138,clean,automatic,fwd,hatchback
bangalore,1687568,2025,tata,curvv,like new,3.0,petrol,4462,clean,automatic,fwd,suv
bangalore,507000,2024,renault,kwid,good,3.0,petrol,7458,clean,automatic,fwd,hatchback
bangalore,639000,2015,honda,city,salvage,4.0,diesel,138727,clean,manual,fwd,sedan
bangalore,240000,2014,maruti suzuki,alto k10,salvage,3.0,petrol,76205,clean,manual,fwd,hatchback
bangalore,473000,2016,hyundai,i20,salvage,4.0,petrol,95141,clean,manual,fwd,hatchback
bangalore,378000,2016,maruti suzuki,celerio,salvage,3.0,petrol,82672,clean,automatic,fwd,hatchback
bangalore,579000,2019,honda,amaze,fair,4.0,petrol,48545,clean,automatic,fwd,sedan
bangalore,1430018,2022,hyundai,creta,fair,4.0,diesel,44941,clean,manual,fwd,suv
bangalore,918000,2024,hyundai,i20,good,4.0,petrol,5487,clean,manual,fwd,hatchback
bangalore,929000,2022,kia,sonet,fair,4.0,diesel,35242,clean,manual,fwd,suv
bangalore,372000,2017,renault,kwid,fair,3.0,petrol,52561,clean,automatic,fwd,hatchback
bangalore,946000,2021,maruti suzuki,xl6,good,4.0,petrol,29176,clean,manual,fwd,muv
bangalore,762000,2022,maruti suzuki,baleno,good,4.0,petrol,28971,clean,manual,fwd,hatchback
bangalore,1175000,2022,maruti suzuki,xl6,salvage,4.0,petrol,72049,clean,automatic,fwd,muv
bangalore,547000,2017,hyundai,i20,salvage,4.0,diesel,123578,clean,manual,fwd,hatchback
bangalore,407000,2017,hyundai,grand i10,fair,4.0,petrol,65800,clean,manual,fwd,hatchback
bangalore,824000,2021,nissan,magnite,good,3.0,petrol,27539,clean,automatic,fwd,suv
bangalore,348000,2017,mahindra,kuv100,salvage,3.0,petrol,71493,clean,manual,fwd,crossover
bangalore,1634995,2019,skoda,octavia,fair,4.0,petrol,62107,clean,automatic,fwd,sedan
bangalore,351000,2020,renault,kwid,fair,3.0,petrol,52207,clean,automatic,fwd,hatchback
bangalore,427000,2018,tata,tiago,fair,3.0,diesel,38766,clean,manual,fwd,hatchback
bangalore,809000,2023,toyota,glanza,good,4.0,petrol,15203,clean,manual,fwd,hatchback
bangalore,534000,2019,tata,tiago,good,3.0,petrol,20750,clean,manual,fwd,hatchback
bangalore,972000,2023,tata,nexon,good,3.0,petrol,21220,clean,manual,fwd,suv
bangalore,722000,2021,maruti suzuki,dzire,good,4.0,petrol,23545,clean,automatic,fwd,sedan
bangalore,259000,2011,ford,figo,fair,4.0,petrol,41971,clean,manual,fwd,hatchback
bangalore,375000,2016,maruti suzuki,celerio,fair,3.0,petrol,45888,clean,automatic,fwd,hatchback
bangalore,478000,2015,skoda,rapid,fair,4.0,petrol,61847,clean,automatic,fwd,sedan
bangalore,827000,2019,hyundai,venue,fair,4.0,diesel,68550,clean,manual,fwd,suv
bangalore,1446178,2022,kia,carens,fair,4.0,diesel,68272,clean,automatic,fwd,muv
bangalore,309000,2015,maruti suzuki,alto,good,3.0,petrol,28807,clean,manual,fwd,hatchback
bangalore,626000,2016,honda,city,salvage,4.0,petrol,93186,clean,automatic,fwd,sedan
bangalore,340000,2020,renault,kwid,fair,3.0,petrol,42853,clean,manual,fwd,hatchback
bangalore,2173423,2022,mahindra,scorpio n,good,4.0,diesel,29340,clean,automatic,rwd,suv
bangalore,437000,2016,volkswagen,ameo,fair,3.0,petrol,37440,clean,manual,fwd,sedan
bangalore,682000,2018,hyundai,i20,fair,4.0,petrol,43491,clean,automatic,fwd,hatchback
bangalore,586000,2016,maruti suzuki,ciaz,fair,4.0,petrol,64006,clean,automatic,fwd,sedan
bangalore,496000,2019,hyundai,grand i10,salvage,4.0,petrol,105486,clean,automatic,fwd,hatchback
bangalore,641000,2017,hyundai,i20 active,good,4.0,petrol,24286,clean,manual,fwd,crossover
bangalore,320000,2015,maruti suzuki,celerio,salvage,3.0,petrol,76982,clean,manual,fwd,hatchback
bangalore,1104000,2020,kia,seltos,fair,4.0,petrol,48548,clean,automatic,fwd,suv
bangalore,532000,2022,maruti suzuki,celerio,good,3.0,petrol,26999,clean,manual,fwd,hatchback
bangalore,447000,2016,hyundai,grand i10,fair,4.0,petrol,40515,clean,automatic,fwd,hatchback
bangalore,1475468,2021,hyundai,creta,fair,4.0,petrol,39482,clean,automatic,fwd,suv
bangalore,260000,2016,renault,kwid,fair,3.0,petrol,45358,clean,manual,fwd,hatchback
bangalore,316000,2014,maruti suzuki,wagon r,good,3.0,petrol,11871,clean,manual,fwd,hatchback
bangalore,515000,2015,hyundai,i20,fair,4.0,petrol,58809,clean,manual,fwd,hatchback
bangalore,392000,2015,hyundai,grand i10,fair,4.0,petrol,51840,clean,manual,fwd,hatchback
bangalore,2183523,2022,mahindra,scorpio n,fair,4.0,diesel,31350,clean,automatic,rwd,suv
bangalore,457000,2021,maruti suzuki,s-presso,good,3.0,petrol,29793,clean,automatic,fwd,hatchback
bangalore,462000,2017,ford,figo,fair,4.0,diesel,69377,clean,manual,fwd,hatchback
bangalore,678000,2015,toyota,corolla altis,salvage,4.0,petrol,119125,clean,automatic,fwd,sedan
bangalore,554000,2018,hyundai,i20,fair,4.0,petrol,39787,clean,manual,fwd,hatchback
bangalore,320000,2017,renault,kwid,fair,3.0,petrol,62319,clean,manual,fwd,hatchback
bangalore,305000,2012,honda,city,fair,4.0,petrol,68548,clean,manual,fwd,sedan
bangalore,533000,2014,hyundai,i20,fair,4.0,petrol,32603,clean,manual,fwd,hatchback
bangalore,502000,2015,maruti suzuki,ciaz,fair,4.0,petrol,68049,clean,automatic,fwd,sedan
bangalore,366000,2017,maruti suzuki,alto k10,fair,3.0,petrol,47222,clean,automatic,fwd,hatchback
bangalore,481000,2015,honda,jazz,salvage,4.0,petrol,88001,clean,automatic,fwd,hatchback
bangalore,586000,2015,hyundai,creta,fair,4.0,petrol,58645,clean,manual,fwd,suv
bangalore,460000,2016,hyundai,i20,fair,4.0,petrol,64851,clean,manual,fwd,hatchback
bangalore,323000,2017,maruti suzuki,alto,good,3.0,petrol,12088,clean,manual,fwd,hatchback
bangalore,1580553,2022,hyundai,creta,good,4.0,diesel,25598,clean,manual,fwd,suv
bangalore,575000,2018,maruti suzuki,ignis,good,4.0,petrol,26933,clean,manual,fwd,hatchback
bangalore,455000,2014,honda,amaze,good,4.0,petrol,19225,clean,manual,fwd,sedan
bangalore,329000,2016,ford,figo,salvage,4.0,diesel,146988,clean,manual,fwd,sedan
bangalore,577000,2017,hyundai,i20,fair,4.0,petrol,57059,clean,manual,fwd,hatchback
bangalore,519000,2018,hyundai,i20,fair,4.0,petrol,66449,clean,manual,fwd,hatchback
bangalore,602000,2017,hyundai,i20,good,4.0,petrol,23251,clean,manual,fwd,hatchback
bangalore,288000,2016,renault,kwid,fair,3.0,petrol,55337,clean,manual,fwd,hatchback
bangalore,639000,2019,tata,nexon,fair,3.0,petrol,46649,clean,manual,fwd,suv
bangalore,503000,2014,honda,city,fair,4.0,petrol,58160,clean,manual,fwd,sedan
bangalore,2143123,2023,mahindra,scorpio n,good,4.0,diesel,14110,clean,automatic,rwd,suv
bangalore,560000,2017,hyundai,i20,salvage,4.0,petrol,76760,clean,manual,fwd,hatchback
bangalore,511000,2018,hyundai,xcent,salvage,4.0,petrol,85176,clean,manual,fwd,sedan
bangalore,608000,2021,hyundai,grand i10,fair,4.0,petrol,38729,clean,automatic,fwd,hatchback
bangalore,307000,2014,tata,zest,fair,4.0,petrol,61148,clean,manual,fwd,sedan
bangalore,773000,2021,tata,nexon,fair,3.0,petrol,41580,clean,manual,fwd,suv
bangalore,827000,2018,hyundai,verna,good,4.0,petrol,27262,clean,automatic,fwd,sedan
bangalore,259000,2014,maruti suzuki,alto,good,3.0,petrol,20321,clean,manual,fwd,hatchback
bangalore,599000,2020,hyundai,i20,fair,4.0,petrol,41398,clean,manual,fwd,hatchback
bangalore,557000,2015,honda,city,salvage,4.0,petrol,117507,clean,automatic,fwd,sedan
bangalore,582000,2019,maruti suzuki,swift,fair,4.0,petrol,45997,clean,automatic,fwd,hatchback
bangalore,1293668,2022,kia,carens,good,4.0,petrol,17016,clean,automatic,fwd,muv
bangalore,653000,2020,maruti suzuki,swift,fair,4.0,petrol,39239,clean,automatic,fwd,hatchback
bangalore,340000,2013,honda,amaze,salvage,4.0,diesel,79530,clean,manual,fwd,sedan
bangalore,531000,2017,honda,wr-v,fair,4.0,petrol,61265,clean,manual,fwd,suv
bangalore,1961323,2024,hyundai,creta n-line,good,4.0,petrol,23761,clean,automatic,fwd,suv
bangalore,387000,2013,volkswagen,vento,salvage,4.0,diesel,110205,clean,manual,fwd,sedan
bangalore,245000,2010,hyundai,i10,fair,4.0,petrol,40274,clean,manual,fwd,hatchback
bangalore,562000,2017,maruti suzuki,ciaz,salvage,4.0,petrol,111131,clean,manual,fwd,sedan
bangalore,971000,2025,toyota,glanza,like new,4.0,petrol,2244,clean,automatic,fwd,hatchback
bangalore,529000,2015,ford,ecosport,fair,4.0,petrol,62740,clean,automatic,fwd,suv
bangalore,383000,2015,hyundai,grand i10,fair,4.0,petrol,55333,clean,manual,fwd,hatchback
bangalore,1303813,2025,kia,syros,like new,3.0,petrol,4824,clean,automatic,fwd,suv
bangalore,856000,2024,hyundai,exter,good,4.0,petrol,24249,clean,automatic,fwd,suv
bangalore,654000,2017,ford,ecosport,salvage,4.0,diesel,112324,clean,manual,fwd,suv
bangalore,587000,2020,maruti suzuki,baleno,fair,4.0,petrol,61053,clean,manual,fwd,hatchback
bangalore,373000,2016,maruti suzuki,celerio,fair,3.0,petrol,53359,clean,automatic,fwd,hatchback
bangalore,423000,2015,ford,ecosport,salvage,4.0,petrol,76891,clean,manual,fwd,suv
bangalore,1295000,2024,tata,curvv,good,3.0,petrol,10391,clean,manual,fwd,suv
bangalore,638000,2018,honda,city,salvage,4.0,petrol,82408,clean,manual,fwd,sedan
bangalore,1253000,2022,volkswagen,taigun,fair,4.0,petrol,49794,clean,automatic,fwd,suv
bangalore,668000,2022,tata,tiago,like new,3.0,petrol,1283,clean,automatic,fwd,hatchback
bangalore,518000,2020,tata,tiago,fair,3.0,petrol,37226,clean,manual,fwd,hatchback
bangalore,249000,2015,maruti suzuki,alto k10,salvage,3.0,petrol,89162,clean,manual,fwd,hatchback
bangalore,351000,2014,honda,brio,good,4.0,petrol,24700,clean,manual,fwd,hatchback
bangalore,1107000,2023,tata,nexon,fair,3.0,petrol,41636,clean,manual,fwd,suv
bangalore,452000,2022,maruti suzuki,s-presso,good,3.0,petrol,11817,clean,manual,fwd,hatchback
bangalore,438000,2017,hyundai,grand i10,fair,4.0,petrol,44877,clean,manual,fwd,hatchback
bangalore,697000,2017,maruti suzuki,ertiga,fair,4.0,petrol,55523,clean,manual,fwd,muv
bangalore,462000,2016,hyundai,grand i10,good,4.0,petrol,10028,clean,manual,fwd,hatchback
bangalore,400000,2015,hyundai,grand i10,fair,4.0,petrol,56880,clean,manual,fwd,hatchback
bangalore,207000,2014,hyundai,eon,salvage,3.0,petrol,97150,clean,manual,fwd,hatchback
bangalore,433000,2018,nissan,micra,fair,3.0,petrol,40043,clean,automatic,fwd,hatchback
bangalore,379000,2013,honda,city,salvage,4.0,petrol,88973,clean,automatic,fwd,sedan
bangalore,417000,2015,maruti suzuki,celerio,good,3.0,petrol,27797,clean,automatic,fwd,hatchback
bangalore,723000,2019,maruti suzuki,swift,fair,4.0,diesel,46295,clean,automatic,fwd,hatchback
bangalore,279000,2017,renault,kwid,fair,3.0,petrol,58896,clean,automatic,fwd,hatchback
bangalore,558000,2015,volkswagen,vento,fair,4.0,petrol,61221,clean,manual,fwd,sedan
bangalore,484000,2020,hyundai,grand i10,fair,4.0,petrol,51453,clean,manual,fwd,hatchback
bangalore,932000,2023,mahindra,xuv 300,good,3.0,petrol,6754,clean,automatic,fwd,suv
bangalore,1200000,2023,mahindra,thar,fair,4.0,petrol,39215,clean,manual,fwd,suv
bangalore,762000,2024,maruti suzuki,swift,good,3.0,petrol,20918,clean,manual,fwd,hatchback
bangalore,772000,2021,renault,kiger,good,3.0,petrol,16723,clean,automatic,fwd,suv
bangalore,321000,2011,honda,city,salvage,4.0,petrol,116606,clean,automatic,fwd,sedan
bangalore,298000,2020,datsun,redi-go,good,3.0,petrol,24962,clean,manual,fwd,hatchback
bangalore,698000,2018,tata,nexon,fair,4.0,diesel,62357,clean,manual,fwd,suv
bangalore,2058000,2022,mahindra,xuv700,fair,4.0,petrol,33365,clean,automatic,fwd,suv
bangalore,898000,2021,kia,sonet,fair,4.0,diesel,62267,clean,automatic,fwd,suv
bangalore,1442138,2022,kia,carens,good,4.0,petrol,15232,clean,manual,fwd,muv
bangalore,573000,2016,honda,city,salvage,4.0,diesel,146411,clean,manual,fwd,sedan
bangalore,1479000,2022,kia,seltos,good,4.0,petrol,21717,clean,automatic,fwd,suv
bangalore,717000,2018,tata,nexon,good,3.0,petrol,20342,clean,automatic,fwd,suv
bangalore,535000,2016,hyundai,i20,good,4.0,petrol,25419,clean,manual,fwd,hatchback
bangalore,376000,2013,maruti suzuki,swift,fair,4.0,petrol,65798,clean,manual,fwd,hatchback
bangalore,1554000,2024,hyundai,verna,good,4.0,petrol,13202,clean,automatic,fwd,sedan
bangalore,542000,2019,maruti suzuki,ignis,good,4.0,petrol,29103,clean,manual,fwd,hatchback
bangalore,783000,2020,tata,nexon,good,3.0,petrol,25765,clean,automatic,fwd,suv
bangalore,1035000,2020,kia,seltos,salvage,4.0,petrol,106110,clean,automatic,fwd,suv
bangalore,1099000,2023,maruti suzuki,xl6,good,4.0,petrol,19110,clean,manual,fwd,muv
bangalore,323000,2014,honda,brio,salvage,4.0,petrol,70424,clean,manual,fwd,hatchback
bangalore,495000,2014,hyundai,verna,salvage,4.0,diesel,108654,clean,automatic,fwd,sedan
bangalore,793000,2024,hyundai,exter,fair,4.0,petrol,30523,clean,automatic,fwd,suv
bangalore,796000,2023,hyundai,i20,fair,4.0,petrol,36753,clean,manual,fwd,hatchback
bangalore,392000,2015,hyundai,grand i10,fair,4.0,petrol,51816,clean,manual,fwd,hatchback
bangalore,860000,2021,maruti suzuki,xl6,salvage,4.0,petrol,97552,clean,automatic,fwd,muv
bangalore,454000,2020,tata,tiago,fair,3.0,petrol,47007,clean,manual,fwd,hatchback
bangalore,838000,2016,hyundai,creta,fair,4.0,petrol,40101,clean,automatic,fwd,suv
bangalore,1728000,2023,kia,seltos,good,4.0,diesel,18414,clean,automatic,fwd,suv
bangalore,958000,2021,volkswagen,taigun,fair,3.0,petrol,69966,clean,automatic,fwd,suv
bangalore,466000,2015,hyundai,i20,fair,4.0,petrol,61070,clean,manual,fwd,hatchback
bangalore,1072000,2023,kia,sonet,fair,4.0,diesel,37606,clean,manual,fwd,suv
bangalore,596000,2018,tata,nexon,fair,3.0,petrol,46463,clean,manual,fwd,suv
bangalore,676000,2019,tata,nexon,fair,3.0,petrol,44830,clean,automatic,fwd,suv
bangalore,357000,2013,volkswagen,vento,salvage,4.0,diesel,136062,clean,manual,fwd,sedan
bangalore,806000,2024,tata,altroz,good,3.0,petrol,10026,clean,automatic,fwd,hatchback
bangalore,549000,2020,ford,freestyle,good,3.0,petrol,26068,clean,manual,fwd,crossover
bangalore,599000,2016,hyundai,creta,salvage,4.0,petrol,126671,clean,manual,fwd,suv
bangalore,390000,2013,skoda,rapid,salvage,4.0,diesel,97012,clean,manual,fwd,sedan
bangalore,557000,2017,maruti suzuki,baleno,salvage,4.0,petrol,77586,clean,automatic,fwd,hatchback
bangalore,775000,2021,renault,kiger,good,3.0,petrol,11970,clean,automatic,fwd,suv
bangalore,839000,2023,mahindra,xuv 300,like new,3.0,petrol,4458,clean,automatic,fwd,suv
bangalore,989000,2022,mahindra,xuv 300,good,3.0,petrol,11710,clean,manual,fwd,suv
bangalore,380000,2019,maruti suzuki,alto k10,fair,3.0,petrol,31834,clean,automatic,fwd,hatchback
bangalore,559000,2015,hyundai,i20,fair,4.0,diesel,38597,clean,manual,fwd,hatchback
bangalore,390000,2015,ford,figo,salvage,4.0,diesel,80472,clean,manual,fwd,sedan
bangalore,1052000,2022,mahindra,xuv 300,fair,4.0,diesel,38279,clean,automatic,fwd,suv
bangalore,335000,2017,maruti suzuki,celerio,salvage,3.0,petrol,82532,clean,automatic,fwd,hatchback
chandigarh,1147218,2022,skoda,slavia,fair,4.0,petrol,55488,clean,automatic,fwd,sedan
chandigarh,321000,2021,maruti suzuki,alto,good,3.0,petrol,24828,clean,manual,fwd,hatchback
chandigarh,446000,2018,hyundai,grand i10,good,4.0,petrol,28789,clean,manual,fwd,hatchback
chandigarh,1293713,2021,hyundai,alcazar,salvage,4.0,diesel,102513,clean,automatic,fwd,suv
chandigarh,939000,2019,tata,harrier,salvage,4.0,diesel,112950,clean,manual,fwd,suv
chandigarh,479000,2017,maruti suzuki,ciaz,salvage,4.0,petrol,121182,clean,automatic,fwd,sedan
chandigarh,1446125,2022,mg motors,hector,fair,4.0,diesel,50363,clean,manual,fwd,suv
chandigarh,1192615,2022,mahindra,thar,fair,4.0,diesel,35792,clean,manual,4wd,suv
chandigarh,335000,2018,maruti suzuki,alto k10,fair,3.0,petrol,33015,clean,manual,fwd,hatchback
chandigarh,842000,2022,kia,carens,fair,4.0,petrol,42086,clean,manual,fwd,muv
chandigarh,613000,2018,honda,city,fair,4.0,petrol,42010,clean,manual,fwd,sedan
chandigarh,1415825,2022,mg motors,hector,fair,4.0,diesel,60733,clean,manual,fwd,suv
chandigarh,673000,2022,toyota,glanza,fair,4.0,petrol,42529,clean,manual,fwd,hatchback
chandigarh,1456278,2023,kia,carens,fair,4.0,diesel,56007,clean,manual,fwd,muv
chandigarh,1214933,2023,volkswagen,virtus,fair,3.0,petrol,40008,clean,automatic,fwd,sedan
chandigarh,740000,2020,hyundai,i20,fair,3.0,petrol,31113,clean,automatic,fwd,hatchback
